account_id,account_code,account_name,region,arr_segment,month,revenue_paid,revenue_overdue,revenue_written_off,invoice_count
9,A0009,Company 0009,North America,SMB,2024-07,240.0,0,0,1
9,A0009,Company 0009,North America,SMB,2024-08,303.0,0,0,1
9,A0009,Company 0009,North America,SMB,2024-09,240.0,300.0,0,2
9,A0009,Company 0009,North America,SMB,2024-11,0,315.0,0,1
11,A0011,Company 0011,North America,Mid-Market,2023-01,3564.0,0,0,3
11,A0011,Company 0011,North America,Mid-Market,2023-02,3840.0,0,0,3
11,A0011,Company 0011,North America,Mid-Market,2023-03,2040.0,0,0,2
11,A0011,Company 0011,North America,Mid-Market,2023-05,1272.0,0,0,1
11,A0011,Company 0011,North America,Mid-Market,2023-08,0,996.0,0,1
11,A0011,Company 0011,North America,Mid-Market,2023-09,0,1044.0,0,1
11,A0011,Company 0011,North America,Mid-Market,2023-10,1140.0,0,0,1
11,A0011,Company 0011,North America,Mid-Market,2023-11,1404.0,1320.0,0,2
11,A0011,Company 0011,North America,Mid-Market,2023-12,1164.0,0,0,1
11,A0011,Company 0011,North America,Mid-Market,2024-01,996.0,1272.0,0,2
11,A0011,Company 0011,North America,Mid-Market,2024-03,1224.0,0,0,1
11,A0011,Company 0011,North America,Mid-Market,2024-04,1236.0,0,0,1
11,A0011,Company 0011,North America,Mid-Market,2024-05,1104.0,0,0,1
11,A0011,Company 0011,North America,Mid-Market,2024-06,1164.0,0,0,1
11,A0011,Company 0011,North America,Mid-Market,2024-07,2616.0,0,0,2
11,A0011,Company 0011,North America,Mid-Market,2024-11,1044.0,1248.0,0,2
15,A0015,Company 0015,APAC,Mid-Market,2023-01,1224.0,0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2023-03,1080.0,0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2023-06,1176.0,0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2023-08,2364.0,0,0,2
15,A0015,Company 0015,APAC,Mid-Market,2023-09,0,1440.0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2023-10,2616.0,0,0,2
15,A0015,Company 0015,APAC,Mid-Market,2023-11,1320.0,0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2023-12,972.0,0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2024-01,2448.0,0,0,2
15,A0015,Company 0015,APAC,Mid-Market,2024-03,2580.0,0,0,2
15,A0015,Company 0015,APAC,Mid-Market,2024-04,3336.0,0,0,3
15,A0015,Company 0015,APAC,Mid-Market,2024-05,0,1008.0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2024-08,3660.0,0,0,3
15,A0015,Company 0015,APAC,Mid-Market,2024-09,1236.0,1068.0,0,2
15,A0015,Company 0015,APAC,Mid-Market,2024-10,1416.0,0,0,1
15,A0015,Company 0015,APAC,Mid-Market,2024-11,1020.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2023-01,600.0,336.0,0,3
18,A0018,Company 0018,Europe,SMB,2023-02,0,312.0,0,1
18,A0018,Company 0018,Europe,SMB,2023-03,558.0,0,0,2
18,A0018,Company 0018,Europe,SMB,2023-05,273.0,246.0,0,2
18,A0018,Company 0018,Europe,SMB,2023-09,342.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2023-10,339.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2023-11,585.0,0,0,2
18,A0018,Company 0018,Europe,SMB,2023-12,294.0,252.0,0,2
18,A0018,Company 0018,Europe,SMB,2024-01,285.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2024-02,324.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2024-03,1281.0,0,0,4
18,A0018,Company 0018,Europe,SMB,2024-05,261.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2024-07,309.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2024-09,294.0,0,0,1
18,A0018,Company 0018,Europe,SMB,2024-10,621.0,0,0,2
19,A0019,Company 0019,Europe,SMB,2023-02,282.0,0,0,1
19,A0019,Company 0019,Europe,SMB,2023-03,0,306.0,0,1
19,A0019,Company 0019,Europe,SMB,2023-04,264.0,0,0,1
19,A0019,Company 0019,Europe,SMB,2023-05,618.0,258.0,0,3
19,A0019,Company 0019,Europe,SMB,2023-06,315.0,0,0,1
19,A0019,Company 0019,Europe,SMB,2023-07,261.0,291.0,0,2
19,A0019,Company 0019,Europe,SMB,2023-09,591.0,0,0,2
19,A0019,Company 0019,Europe,SMB,2023-10,0,285.0,0,1
19,A0019,Company 0019,Europe,SMB,2023-11,516.0,0,0,2
19,A0019,Company 0019,Europe,SMB,2024-02,795.0,0,0,3
19,A0019,Company 0019,Europe,SMB,2024-03,0,276.0,0,1
19,A0019,Company 0019,Europe,SMB,2024-07,651.0,0,0,2
19,A0019,Company 0019,Europe,SMB,2024-08,567.0,0,0,2
19,A0019,Company 0019,Europe,SMB,2024-09,261.0,0,0,1
19,A0019,Company 0019,Europe,SMB,2024-10,330.0,0,0,1
19,A0019,Company 0019,Europe,SMB,2024-11,270.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2023-01,246.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2023-02,252.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2023-04,351.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2023-05,0,273.0,0,1
20,A0020,Company 0020,Europe,SMB,2023-06,288.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2023-07,270.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2023-08,579.0,0,0,2
20,A0020,Company 0020,Europe,SMB,2023-09,648.0,0,0,2
20,A0020,Company 0020,Europe,SMB,2023-10,258.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2023-11,645.0,0,0,2
20,A0020,Company 0020,Europe,SMB,2023-12,279.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2024-01,324.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2024-02,603.0,0,0,2
20,A0020,Company 0020,Europe,SMB,2024-03,0,339.0,0,1
20,A0020,Company 0020,Europe,SMB,2024-04,1017.0,0,0,3
20,A0020,Company 0020,Europe,SMB,2024-07,546.0,0,0,2
20,A0020,Company 0020,Europe,SMB,2024-10,273.0,0,0,1
20,A0020,Company 0020,Europe,SMB,2024-12,261.0,0,0,1
23,A0023,Company 0023,North America,SMB,2023-03,648.0,0,0,2
23,A0023,Company 0023,North America,SMB,2023-05,318.0,0,0,1
23,A0023,Company 0023,North America,SMB,2023-07,0,276.0,0,1
23,A0023,Company 0023,North America,SMB,2023-08,621.0,0,0,2
23,A0023,Company 0023,North America,SMB,2023-09,294.0,0,0,1
23,A0023,Company 0023,North America,SMB,2023-11,879.0,0,0,3
23,A0023,Company 0023,North America,SMB,2023-12,600.0,0,0,2
23,A0023,Company 0023,North America,SMB,2024-01,567.0,0,0,2
23,A0023,Company 0023,North America,SMB,2024-03,642.0,0,0,2
23,A0023,Company 0023,North America,SMB,2024-04,666.0,0,0,2
23,A0023,Company 0023,North America,SMB,2024-05,0,303.0,0,1
23,A0023,Company 0023,North America,SMB,2024-06,0,309.0,0,1
23,A0023,Company 0023,North America,SMB,2024-07,249.0,279.0,0,2
23,A0023,Company 0023,North America,SMB,2024-08,294.0,0,0,1
23,A0023,Company 0023,North America,SMB,2024-09,261.0,0,0,1
23,A0023,Company 0023,North America,SMB,2024-11,0,330.0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-01,1068.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-02,1176.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-03,0,1416.0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-04,1392.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-05,0,2736.0,0,2
24,A0024,Company 0024,North America,Mid-Market,2023-06,984.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-07,0,1236.0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-08,0,1260.0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-09,2184.0,0,0,2
24,A0024,Company 0024,North America,Mid-Market,2023-10,1428.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-11,1032.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2023-12,1368.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2024-01,972.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2024-02,1176.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2024-03,1308.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2024-04,2400.0,0,0,2
24,A0024,Company 0024,North America,Mid-Market,2024-05,0,0,1320.0,1
24,A0024,Company 0024,North America,Mid-Market,2024-06,2676.0,0,0,2
24,A0024,Company 0024,North America,Mid-Market,2024-07,1056.0,0,0,1
24,A0024,Company 0024,North America,Mid-Market,2024-11,2184.0,0,0,2
27,A0027,Company 0027,APAC,SMB,2023-01,339.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2023-03,573.0,354.0,0,3
27,A0027,Company 0027,APAC,SMB,2023-04,921.0,0,0,3
27,A0027,Company 0027,APAC,SMB,2023-05,309.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2023-06,273.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2023-07,267.0,327.0,0,2
27,A0027,Company 0027,APAC,SMB,2023-08,330.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2023-10,264.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2023-12,576.0,0,0,2
27,A0027,Company 0027,APAC,SMB,2024-02,315.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2024-03,930.0,0,0,3
27,A0027,Company 0027,APAC,SMB,2024-05,345.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2024-06,0,327.0,0,1
27,A0027,Company 0027,APAC,SMB,2024-07,330.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2024-09,324.0,0,0,1
27,A0027,Company 0027,APAC,SMB,2024-10,495.0,0,0,2
30,A0030,Company 0030,North America,SMB,2023-01,297.0,0,0,1
30,A0030,Company 0030,North America,SMB,2023-02,312.0,0,0,1
30,A0030,Company 0030,North America,SMB,2023-03,294.0,345.0,0,2
30,A0030,Company 0030,North America,SMB,2023-05,246.0,0,0,1
30,A0030,Company 0030,North America,SMB,2023-06,342.0,0,0,1
30,A0030,Company 0030,North America,SMB,2023-07,0,0,291.0,1
30,A0030,Company 0030,North America,SMB,2023-09,1182.0,0,0,4
30,A0030,Company 0030,North America,SMB,2024-01,0,309.0,0,1
30,A0030,Company 0030,North America,SMB,2024-02,603.0,0,0,2
30,A0030,Company 0030,North America,SMB,2024-03,270.0,0,0,1
30,A0030,Company 0030,North America,SMB,2024-04,357.0,0,0,1
30,A0030,Company 0030,North America,SMB,2024-06,570.0,0,0,2
30,A0030,Company 0030,North America,SMB,2024-07,0,267.0,0,1
30,A0030,Company 0030,North America,SMB,2024-08,564.0,0,0,2
30,A0030,Company 0030,North America,SMB,2024-10,342.0,0,0,1
30,A0030,Company 0030,North America,SMB,2024-11,315.0,0,0,1
30,A0030,Company 0030,North America,SMB,2024-12,630.0,0,0,2
36,A0036,Company 0036,LATAM,Mid-Market,2023-01,1008.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2023-02,2172.0,0,0,2
36,A0036,Company 0036,LATAM,Mid-Market,2023-04,0,1356.0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2023-05,1248.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2023-06,1272.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2023-07,1164.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2023-09,1032.0,1248.0,0,2
36,A0036,Company 0036,LATAM,Mid-Market,2023-10,1380.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2023-12,1320.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2024-01,2844.0,0,0,2
36,A0036,Company 0036,LATAM,Mid-Market,2024-03,2436.0,0,0,2
36,A0036,Company 0036,LATAM,Mid-Market,2024-04,1140.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2024-05,1212.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2024-06,1212.0,1200.0,0,2
36,A0036,Company 0036,LATAM,Mid-Market,2024-08,0,1320.0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2024-10,1224.0,1248.0,0,2
36,A0036,Company 0036,LATAM,Mid-Market,2024-11,996.0,0,0,1
36,A0036,Company 0036,LATAM,Mid-Market,2024-12,2352.0,0,0,2
40,A0040,Company 0040,North America,SMB,2023-01,591.0,0,0,2
40,A0040,Company 0040,North America,SMB,2023-02,345.0,0,0,1
40,A0040,Company 0040,North America,SMB,2023-03,579.0,240.0,0,3
40,A0040,Company 0040,North America,SMB,2023-04,255.0,0,0,1
40,A0040,Company 0040,North America,SMB,2023-05,588.0,0,0,2
40,A0040,Company 0040,North America,SMB,2023-06,696.0,0,0,2
40,A0040,Company 0040,North America,SMB,2023-07,579.0,0,0,2
40,A0040,Company 0040,North America,SMB,2023-09,261.0,0,0,1
40,A0040,Company 0040,North America,SMB,2023-11,300.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-01,330.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-02,351.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-03,306.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-04,273.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-06,0,351.0,0,1
40,A0040,Company 0040,North America,SMB,2024-07,327.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-10,249.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-11,270.0,0,0,1
40,A0040,Company 0040,North America,SMB,2024-12,513.0,0,0,2
41,A0041,Company 0041,Europe,SMB,2023-01,612.0,0,0,2
41,A0041,Company 0041,Europe,SMB,2023-05,279.0,0,0,1
41,A0041,Company 0041,Europe,SMB,2023-06,339.0,0,0,1
41,A0041,Company 0041,Europe,SMB,2023-08,843.0,0,0,3
41,A0041,Company 0041,Europe,SMB,2023-09,321.0,0,0,1
41,A0041,Company 0041,Europe,SMB,2023-11,276.0,0,0,1
41,A0041,Company 0041,Europe,SMB,2023-12,546.0,0,0,2
41,A0041,Company 0041,Europe,SMB,2024-03,633.0,0,0,2
41,A0041,Company 0041,Europe,SMB,2024-04,306.0,0,0,1
41,A0041,Company 0041,Europe,SMB,2024-06,885.0,291.0,0,4
41,A0041,Company 0041,Europe,SMB,2024-07,0,285.0,0,1
41,A0041,Company 0041,Europe,SMB,2024-08,594.0,0,0,2
41,A0041,Company 0041,Europe,SMB,2024-10,288.0,0,0,1
41,A0041,Company 0041,Europe,SMB,2024-11,669.0,0,0,2
41,A0041,Company 0041,Europe,SMB,2024-12,339.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2023-01,279.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2023-02,306.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2023-03,354.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2023-04,654.0,0,0,2
42,A0042,Company 0042,APAC,SMB,2023-08,240.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2023-11,675.0,351.0,0,3
42,A0042,Company 0042,APAC,SMB,2024-01,297.0,240.0,0,2
42,A0042,Company 0042,APAC,SMB,2024-02,591.0,0,0,2
42,A0042,Company 0042,APAC,SMB,2024-03,285.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2024-04,345.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2024-05,603.0,0,0,2
42,A0042,Company 0042,APAC,SMB,2024-06,621.0,0,0,2
42,A0042,Company 0042,APAC,SMB,2024-07,282.0,255.0,0,2
42,A0042,Company 0042,APAC,SMB,2024-08,0,294.0,0,1
42,A0042,Company 0042,APAC,SMB,2024-10,303.0,0,0,1
42,A0042,Company 0042,APAC,SMB,2024-12,663.0,0,0,2
44,A0044,Company 0044,North America,Mid-Market,2023-01,2352.0,0,0,2
44,A0044,Company 0044,North America,Mid-Market,2023-03,2580.0,0,0,2
44,A0044,Company 0044,North America,Mid-Market,2023-04,1368.0,2256.0,0,3
44,A0044,Company 0044,North America,Mid-Market,2023-05,2052.0,0,0,2
44,A0044,Company 0044,North America,Mid-Market,2023-06,996.0,1068.0,0,2
44,A0044,Company 0044,North America,Mid-Market,2023-07,1140.0,0,0,1
44,A0044,Company 0044,North America,Mid-Market,2023-10,1368.0,0,0,1
44,A0044,Company 0044,North America,Mid-Market,2024-01,3360.0,0,0,3
44,A0044,Company 0044,North America,Mid-Market,2024-02,0,1020.0,0,1
44,A0044,Company 0044,North America,Mid-Market,2024-03,1284.0,0,0,1
44,A0044,Company 0044,North America,Mid-Market,2024-05,0,1368.0,0,1
44,A0044,Company 0044,North America,Mid-Market,2024-06,1236.0,0,0,1
44,A0044,Company 0044,North America,Mid-Market,2024-07,2220.0,0,0,2
44,A0044,Company 0044,North America,Mid-Market,2024-08,1176.0,0,0,1
44,A0044,Company 0044,North America,Mid-Market,2024-11,984.0,0,0,1
44,A0044,Company 0044,North America,Mid-Market,2024-12,1056.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2023-01,1428.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2023-02,1020.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2023-03,1248.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2023-04,2580.0,0,0,2
48,A0048,Company 0048,LATAM,Mid-Market,2023-06,2640.0,0,0,2
48,A0048,Company 0048,LATAM,Mid-Market,2023-07,0,1284.0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2023-08,1332.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2023-09,3936.0,0,0,3
48,A0048,Company 0048,LATAM,Mid-Market,2023-10,1044.0,1356.0,0,2
48,A0048,Company 0048,LATAM,Mid-Market,2023-11,3456.0,0,0,3
48,A0048,Company 0048,LATAM,Mid-Market,2024-01,1056.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2024-04,1200.0,1356.0,0,2
48,A0048,Company 0048,LATAM,Mid-Market,2024-07,1356.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2024-09,1032.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2024-10,1356.0,0,0,1
48,A0048,Company 0048,LATAM,Mid-Market,2024-12,1080.0,1140.0,0,2
49,A0049,Company 0049,North America,Mid-Market,2023-01,1260.0,1356.0,0,2
49,A0049,Company 0049,North America,Mid-Market,2023-02,1344.0,1092.0,0,2
49,A0049,Company 0049,North America,Mid-Market,2023-03,0,1092.0,0,1
49,A0049,Company 0049,North America,Mid-Market,2023-04,1980.0,1212.0,0,3
49,A0049,Company 0049,North America,Mid-Market,2023-07,1176.0,0,0,1
49,A0049,Company 0049,North America,Mid-Market,2023-08,3912.0,0,0,3
49,A0049,Company 0049,North America,Mid-Market,2023-12,2424.0,0,0,2
49,A0049,Company 0049,North America,Mid-Market,2024-03,960.0,0,0,1
49,A0049,Company 0049,North America,Mid-Market,2024-04,4392.0,0,0,4
49,A0049,Company 0049,North America,Mid-Market,2024-06,1380.0,0,0,1
49,A0049,Company 0049,North America,Mid-Market,2024-07,960.0,1236.0,0,2
49,A0049,Company 0049,North America,Mid-Market,2024-08,1200.0,0,0,1
49,A0049,Company 0049,North America,Mid-Market,2024-10,0,1404.0,0,1
49,A0049,Company 0049,North America,Mid-Market,2024-12,1152.0,0,0,1
52,A0052,Company 0052,APAC,SMB,2023-01,348.0,321.0,0,2
52,A0052,Company 0052,APAC,SMB,2023-02,321.0,0,0,1
52,A0052,Company 0052,APAC,SMB,2023-05,552.0,0,0,2
52,A0052,Company 0052,APAC,SMB,2023-08,564.0,0,0,2
52,A0052,Company 0052,APAC,SMB,2023-11,606.0,0,0,2
52,A0052,Company 0052,APAC,SMB,2023-12,333.0,0,0,1
52,A0052,Company 0052,APAC,SMB,2024-02,630.0,0,0,2
52,A0052,Company 0052,APAC,SMB,2024-03,579.0,0,0,2
52,A0052,Company 0052,APAC,SMB,2024-05,612.0,666.0,0,4
52,A0052,Company 0052,APAC,SMB,2024-06,261.0,0,0,1
52,A0052,Company 0052,APAC,SMB,2024-09,324.0,360.0,0,2
52,A0052,Company 0052,APAC,SMB,2024-10,282.0,0,0,1
52,A0052,Company 0052,APAC,SMB,2024-11,282.0,309.0,0,2
52,A0052,Company 0052,APAC,SMB,2024-12,0,297.0,0,1
55,A0055,Company 0055,Europe,Mid-Market,2023-02,2424.0,0,0,2
55,A0055,Company 0055,Europe,Mid-Market,2023-03,1344.0,0,0,1
55,A0055,Company 0055,Europe,Mid-Market,2023-04,1080.0,1296.0,0,2
55,A0055,Company 0055,Europe,Mid-Market,2023-06,2052.0,0,0,2
55,A0055,Company 0055,Europe,Mid-Market,2023-07,1320.0,0,0,1
55,A0055,Company 0055,Europe,Mid-Market,2023-10,1344.0,0,0,1
55,A0055,Company 0055,Europe,Mid-Market,2023-12,1092.0,0,0,1
55,A0055,Company 0055,Europe,Mid-Market,2024-02,1392.0,0,0,1
55,A0055,Company 0055,Europe,Mid-Market,2024-04,1152.0,984.0,0,2
55,A0055,Company 0055,Europe,Mid-Market,2024-05,2712.0,0,0,2
55,A0055,Company 0055,Europe,Mid-Market,2024-07,3192.0,0,0,3
55,A0055,Company 0055,Europe,Mid-Market,2024-08,2436.0,0,0,2
55,A0055,Company 0055,Europe,Mid-Market,2024-09,0,1116.0,0,1
55,A0055,Company 0055,Europe,Mid-Market,2024-11,2388.0,0,0,2
55,A0055,Company 0055,Europe,Mid-Market,2024-12,1200.0,1176.0,0,2
57,A0057,Company 0057,APAC,SMB,2023-01,573.0,0,0,2
57,A0057,Company 0057,APAC,SMB,2023-02,546.0,0,0,2
57,A0057,Company 0057,APAC,SMB,2023-03,303.0,351.0,0,2
57,A0057,Company 0057,APAC,SMB,2023-04,0,240.0,0,1
57,A0057,Company 0057,APAC,SMB,2023-05,519.0,0,0,2
57,A0057,Company 0057,APAC,SMB,2023-06,267.0,0,0,1
57,A0057,Company 0057,APAC,SMB,2023-07,0,321.0,0,1
57,A0057,Company 0057,APAC,SMB,2023-09,0,336.0,0,1
57,A0057,Company 0057,APAC,SMB,2023-11,0,324.0,0,1
57,A0057,Company 0057,APAC,SMB,2023-12,927.0,0,0,3
57,A0057,Company 0057,APAC,SMB,2024-02,0,315.0,0,1
57,A0057,Company 0057,APAC,SMB,2024-03,243.0,0,0,1
57,A0057,Company 0057,APAC,SMB,2024-04,0,336.0,0,1
57,A0057,Company 0057,APAC,SMB,2024-05,678.0,0,0,2
57,A0057,Company 0057,APAC,SMB,2024-07,0,360.0,0,1
57,A0057,Company 0057,APAC,SMB,2024-08,294.0,0,0,1
57,A0057,Company 0057,APAC,SMB,2024-11,519.0,0,0,2
59,A0059,Company 0059,North America,SMB,2023-01,621.0,0,0,2
59,A0059,Company 0059,North America,SMB,2023-02,327.0,0,0,1
59,A0059,Company 0059,North America,SMB,2023-03,264.0,0,0,1
59,A0059,Company 0059,North America,SMB,2023-04,282.0,0,0,1
